week,actors,cumulative
30,"[{'name': '@realDonaldTrump', 'frequency': 14}, {'name': '@mike', 'frequency': 1}, {'name': '@Trump', 'frequency': 6}, {'name': '@TraceAdkins', 'frequency': 1}, {'name': '@Macys', 'frequency': 6}, {'name': '@TrumpTowerNY', 'frequency': 4}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@not', 'frequency': 3}, {'name': '@nfl', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 4}]",43
31,"[{'name': '@realDonaldTrump', 'frequency': 11}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@Trump', 'frequency': 5}, {'name': '@J', 'frequency': 1}, {'name': '@SarahPalinUSA', 'frequency': 2}, {'name': '@Macys', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 1}, {'name': '@TrumpPanama', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@TrumpCollection', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 2}, {'name': '@AberdeenCC', 'frequency': 1}, {'name': '@fundanything', 'frequency': 1}, {'name': '@VattenfallGroup', 'frequency': 2}]",33
32,"[{'name': '@foxandfriends', 'frequency': 3}, {'name': '@realDonaldTrump', 'frequency': 10}, {'name': '@FLGovScott', 'frequency': 1}, {'name': '@kilmeade', 'frequency': 1}, {'name': '@VanityFair', 'frequency': 4}, {'name': '@Trump', 'frequency': 5}, {'name': '@MarkHalperin', 'frequency': 1}, {'name': '@J', 'frequency': 4}, {'name': '@PeteRose', 'frequency': 5}, {'name': '@TrumpDoral', 'frequency': 2}, {'name': '@David', 'frequency': 1}, {'name': '@Macys', 'frequency': 2}, {'name': '@TrumpTowerNY', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 5}, {'name': '@AlexSalmond', 'frequency': 3}]",50
33,"[{'name': '@washingtonpost', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 24}, {'name': '@Trump', 'frequency': 8}, {'name': '@TrumpScotland', 'frequency': 2}, {'name': '@J', 'frequency': 3}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@Macys', 'frequency': 2}, {'name': '@TIME', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@TrumpGolfDC', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 2}, {'name': '@JUrciuoli19', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 1}, {'name': '@ForQ2', 'frequency': 1}]",52
34,"[{'name': '@realDonaldTrump', 'frequency': 14}, {'name': '@Trump', 'frequency': 2}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 1}, {'name': '@AmSpec', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 3}]",23
35,"[{'name': '@realDonaldTrump', 'frequency': 9}, {'name': '@Trump', 'frequency': 4}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@fundanything', 'frequency': 1}]",18
36,"[{'name': '@FoxNews', 'frequency': 1}, {'name': '@BretBaier', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 2}, {'name': '@foxnews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 34}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@Trump', 'frequency': 5}, {'name': '@greta', 'frequency': 1}, {'name': '@J', 'frequency': 2}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@Macys', 'frequency': 2}, {'name': '@TIME', 'frequency': 1}, {'name': '@BarackObama', 'frequency': 1}, {'name': '@gretawire', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 4}, {'name': '@SixteenChicago', 'frequency': 1}, {'name': '@InTheElections', 'frequency': 1}, {'name': '@JUrciuoli19', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 2}]",64
37,"[{'name': '@seanhannity', 'frequency': 1}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 58}, {'name': '@IvankaTrump', 'frequency': 2}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@Trump', 'frequency': 6}, {'name': '@MELANIATRUMP', 'frequency': 1}, {'name': '@J', 'frequency': 5}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@Macys', 'frequency': 2}, {'name': '@AmSpec', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 1}, {'name': '@TrumpPanama', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 2}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@ryanbushby', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 2}, {'name': '@GolfDigestMag', 'frequency': 1}]",88
38,"[{'name': '@realDonaldTrump', 'frequency': 13}, {'name': '@CNBC', 'frequency': 1}, {'name': '@Trump', 'frequency': 2}, {'name': '@MELANIATRUMP', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 2}, {'name': '@David', 'frequency': 1}, {'name': '@UnionLeader', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 1}, {'name': '@AberdeenCC', 'frequency': 1}]",24
39,"[{'name': '@BreitbartNews', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 17}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@CNBC', 'frequency': 1}, {'name': '@Trump', 'frequency': 4}, {'name': '@MikeAndMike', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 3}, {'name': '@billmaher', 'frequency': 1}, {'name': '@TrumpCollection', 'frequency': 1}, {'name': '@CadillacChamp', 'frequency': 1}, {'name': '@espn', 'frequency': 1}, {'name': '@bahia6085', 'frequency': 2}, {'name': '@AGSchneiderman', 'frequency': 6}, {'name': '@Espngreeny', 'frequency': 1}]",43
40,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@oreillyfactor', 'frequency': 1}, {'name': '@Trump', 'frequency': 4}, {'name': '@TrumpDoral', 'frequency': 2}, {'name': '@David', 'frequency': 1}, {'name': '@TrumpCollection', 'frequency': 2}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@CadillacChamp', 'frequency': 1}, {'name': '@trumpwinery', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 1}, {'name': '@AberdeenCC', 'frequency': 1}]",18
41,"[{'name': '@realDonaldTrump', 'frequency': 20}, {'name': '@DanScavino', 'frequency': 1}, {'name': '@Trump', 'frequency': 6}, {'name': '@J', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 3}, {'name': '@TrumpSoHo', 'frequency': 2}, {'name': '@CadillacChamp', 'frequency': 1}, {'name': '@VinceMcMahon', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 3}, {'name': '@Yankees', 'frequency': 1}, {'name': '@AberdeenCC', 'frequency': 3}]",43
42,"[{'name': '@BreitbartNews', 'frequency': 2}, {'name': '@marklevinshow', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 43}, {'name': '@FLGovScott', 'frequency': 4}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@SenTedCruz', 'frequency': 1}, {'name': '@Trump', 'frequency': 1}, {'name': '@MELANIATRUMP', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@Macys', 'frequency': 1}, {'name': '@AmSpec', 'frequency': 4}, {'name': '@Chris', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 2}]",64
43,"[{'name': '@marklevinshow', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 27}, {'name': '@J', 'frequency': 1}, {'name': '@The', 'frequency': 1}, {'name': '@krauthammer', 'frequency': 1}, {'name': '@AmSpec', 'frequency': 2}, {'name': '@Chris', 'frequency': 1}, {'name': '@CadillacChamp', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 7}]",42
44,"[{'name': '@TigerWoods', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 48}, {'name': '@IvankaTrump', 'frequency': 2}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@Trump', 'frequency': 4}, {'name': '@J', 'frequency': 3}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 4}, {'name': '@David', 'frequency': 1}, {'name': '@Forbes', 'frequency': 1}, {'name': '@CadillacChamp', 'frequency': 1}, {'name': '@InTheElections', 'frequency': 2}]",71
45,"[{'name': '@FoxNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 21}, {'name': '@TODAYshow', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@CNBC', 'frequency': 3}, {'name': '@Trump', 'frequency': 6}, {'name': '@J', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 3}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@TrumpCollection', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 1}]",42
46,"[{'name': '@realDonaldTrump', 'frequency': 18}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@DanScavino', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@Trump', 'frequency': 2}, {'name': '@AP', 'frequency': 1}, {'name': '@J', 'frequency': 1}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@Macys', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 4}]",33
47,"[{'name': '@realDonaldTrump', 'frequency': 36}, {'name': '@DanScavino', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@RealDonaldTrump', 'frequency': 1}, {'name': '@Trump', 'frequency': 2}, {'name': '@greta', 'frequency': 1}, {'name': '@MELANIATRUMP', 'frequency': 1}, {'name': '@J', 'frequency': 2}, {'name': '@The', 'frequency': 2}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@TrumpToronto', 'frequency': 1}, {'name': '@gretawire', 'frequency': 1}, {'name': '@ArsenioHall', 'frequency': 7}]",57
48,"[{'name': '@CNN', 'frequency': 4}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 62}, {'name': '@NBC', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@DanScavino', 'frequency': 1}, {'name': '@Trump', 'frequency': 4}, {'name': '@greta', 'frequency': 1}, {'name': '@J', 'frequency': 2}, {'name': '@The', 'frequency': 1}, {'name': '@BarackObama', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@gretawire', 'frequency': 1}, {'name': '@TrumpLasVegas', 'frequency': 2}, {'name': '@ApprenticeNBC', 'frequency': 3}, {'name': '@TrumpPanama', 'frequency': 1}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@Letterman', 'frequency': 2}, {'name': '@not', 'frequency': 1}, {'name': '@nikkio', 'frequency': 1}, {'name': '@TMZ', 'frequency': 1}, {'name': '@VinceMcMahon', 'frequency': 1}, {'name': '@buffalobills', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 4}, {'name': '@ArsenioHall', 'frequency': 3}, {'name': '@ForQ2', 'frequency': 1}, {'name': '@AberdeenCC', 'frequency': 4}]",107
49,"[{'name': '@FoxNews', 'frequency': 2}, {'name': '@realDonaldTrump', 'frequency': 51}, {'name': '@mike', 'frequency': 1}, {'name': '@Mike', 'frequency': 2}, {'name': '@ericbolling', 'frequency': 2}, {'name': '@Trump', 'frequency': 9}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@MikeAndMike', 'frequency': 1}, {'name': '@J', 'frequency': 7}, {'name': '@TrumpDoral', 'frequency': 3}, {'name': '@David', 'frequency': 1}, {'name': '@TrumpToronto', 'frequency': 1}, {'name': '@mcuban', 'frequency': 2}, {'name': '@ApprenticeNBC', 'frequency': 3}, {'name': '@TrumpChicago', 'frequency': 2}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@ryanbushby', 'frequency': 2}, {'name': '@Citizens', 'frequency': 3}, {'name': '@TMZ', 'frequency': 2}, {'name': '@InTheElections', 'frequency': 1}, {'name': '@buffalobills', 'frequency': 1}, {'name': '@DannyZuker', 'frequency': 1}]",99
50,"[{'name': '@seanhannity', 'frequency': 2}, {'name': '@foxandfriends', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@BreitbartNews', 'frequency': 1}, {'name': '@TigerWoods', 'frequency': 1}, {'name': '@EricTrump', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 45}, {'name': '@mike', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@piersmorgan', 'frequency': 1}, {'name': '@Trump', 'frequency': 10}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@MELANIATRUMP', 'frequency': 1}, {'name': '@J', 'frequency': 6}, {'name': '@David', 'frequency': 2}, {'name': '@UnionLeader', 'frequency': 1}, {'name': '@Macys', 'frequency': 2}, {'name': '@cspan', 'frequency': 3}, {'name': '@TrumpChicago', 'frequency': 2}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 2}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@nfl', 'frequency': 22}, {'name': '@Citizens', 'frequency': 2}, {'name': '@espn', 'frequency': 1}, {'name': '@bahia6085', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 1}, {'name': '@InTheElections', 'frequency': 1}, {'name': '@buffalobills', 'frequency': 5}, {'name': '@AlexSalmond', 'frequency': 5}, {'name': '@Yankees', 'frequency': 1}, {'name': '@nflcommish', 'frequency': 22}]",150
51,"[{'name': '@realDonaldTrump', 'frequency': 56}, {'name': '@mike', 'frequency': 4}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@Trump', 'frequency': 11}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@TrumpScotland', 'frequency': 4}, {'name': '@J', 'frequency': 4}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@jacknicklaus', 'frequency': 1}, {'name': '@Forbes', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 1}, {'name': '@ariannahuff', 'frequency': 1}, {'name': '@Chris', 'frequency': 2}, {'name': '@ApprenticeNBC', 'frequency': 3}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@nfl', 'frequency': 23}, {'name': '@TrumpGolfDC', 'frequency': 2}, {'name': '@bahia6085', 'frequency': 1}, {'name': '@KenyaMoore', 'frequency': 1}, {'name': '@BrandiGlanville', 'frequency': 1}, {'name': '@VinceMcMahon', 'frequency': 1}, {'name': '@buffalobills', 'frequency': 8}, {'name': '@nflcommish', 'frequency': 23}]",154
52,"[{'name': '@CNN', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 2}, {'name': '@FoxNews', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 35}, {'name': '@DanScavino', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@VanityFair', 'frequency': 3}, {'name': '@Trump', 'frequency': 4}, {'name': '@J', 'frequency': 8}, {'name': '@GolfChannel', 'frequency': 1}, {'name': '@The', 'frequency': 2}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@HowardStern', 'frequency': 1}, {'name': '@ariannahuff', 'frequency': 1}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@espn', 'frequency': 1}, {'name': '@TrumpGolfDC', 'frequency': 1}, {'name': '@sternshow', 'frequency': 1}, {'name': '@nikkio', 'frequency': 1}, {'name': '@AlexSalmond', 'frequency': 2}, {'name': '@GolfDigestMag', 'frequency': 4}]",76
53,"[{'name': '@foxandfriends', 'frequency': 3}, {'name': '@TigerWoods', 'frequency': 1}, {'name': '@WSJ', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 36}, {'name': '@IvankaTrump', 'frequency': 3}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@Trump', 'frequency': 4}, {'name': '@J', 'frequency': 2}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@HowardStern', 'frequency': 1}, {'name': '@MissUniverse', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpGolfDC', 'frequency': 1}]",58
54,"[{'name': '@EricTrump', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 16}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@DonaldJTrumpJr', 'frequency': 1}, {'name': '@Trump', 'frequency': 9}, {'name': '@J', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 3}, {'name': '@TrumpWaikiki', 'frequency': 2}, {'name': '@kyleraccio', 'frequency': 2}]",36
55,"[{'name': '@BreitbartNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 19}, {'name': '@mike', 'frequency': 1}, {'name': '@Trump', 'frequency': 2}, {'name': '@J', 'frequency': 3}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@TrumpPanama', 'frequency': 1}, {'name': '@nfl', 'frequency': 2}, {'name': '@Citizens', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 1}, {'name': '@InTheElections', 'frequency': 2}, {'name': '@buffalobills', 'frequency': 2}, {'name': '@nflcommish', 'frequency': 2}]",39
56,"[{'name': '@nytimes', 'frequency': 1}, {'name': '@foxandfriends', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 22}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Trump', 'frequency': 5}, {'name': '@TrumpScotland', 'frequency': 1}, {'name': '@J', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@cspan', 'frequency': 2}, {'name': '@TrumpChicago', 'frequency': 2}, {'name': '@TrumpSoHo', 'frequency': 1}, {'name': '@not', 'frequency': 1}]",42
57,"[{'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 48}, {'name': '@VanityFair', 'frequency': 1}, {'name': '@Mike', 'frequency': 1}, {'name': '@Trump', 'frequency': 6}, {'name': '@J', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@Macys', 'frequency': 1}, {'name': '@TrumpTowerNY', 'frequency': 1}, {'name': '@TrumpToronto', 'frequency': 1}, {'name': '@nbc', 'frequency': 1}, {'name': '@AmSpec', 'frequency': 1}, {'name': '@TrumpLasVegas', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 2}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@Letterman', 'frequency': 4}, {'name': '@MissUSA', 'frequency': 1}, {'name': '@maathewdavis', 'frequency': 3}, {'name': '@ArsenioHall', 'frequency': 1}]",79
58,"[{'name': '@FoxBusiness', 'frequency': 1}, {'name': '@BretBaier', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 80}, {'name': '@TODAYshow', 'frequency': 2}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Trump', 'frequency': 11}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@AP', 'frequency': 2}, {'name': '@J', 'frequency': 7}, {'name': '@The', 'frequency': 3}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@Forbes', 'frequency': 2}, {'name': '@TrumpToronto', 'frequency': 2}, {'name': '@nbc', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 4}, {'name': '@ryanbushby', 'frequency': 2}, {'name': '@nikkio', 'frequency': 1}, {'name': '@MissUSA', 'frequency': 2}]",126
59,"[{'name': '@BreitbartNews', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 159}, {'name': '@mike', 'frequency': 1}, {'name': '@IvankaTrump', 'frequency': 1}, {'name': '@Mike', 'frequency': 2}, {'name': '@Trump', 'frequency': 18}, {'name': '@realdonaldtrump', 'frequency': 1}, {'name': '@J', 'frequency': 10}, {'name': '@The', 'frequency': 6}, {'name': '@TrumpDoral', 'frequency': 3}, {'name': '@David', 'frequency': 3}, {'name': '@HowardStern', 'frequency': 14}, {'name': '@Forbes', 'frequency': 1}, {'name': '@TrumpToronto', 'frequency': 3}, {'name': '@BackOnTrackUSA', 'frequency': 3}, {'name': '@AmSpec', 'frequency': 1}, {'name': '@Chris', 'frequency': 1}, {'name': '@ApprenticeNBC', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 12}, {'name': '@TrumpNewYork', 'frequency': 1}, {'name': '@TrumpWaikiki', 'frequency': 1}, {'name': '@ForbesInspector', 'frequency': 1}, {'name': '@CadillacChamp', 'frequency': 2}, {'name': '@sternshow', 'frequency': 16}, {'name': '@nikkio', 'frequency': 1}, {'name': '@Joan', 'frequency': 1}, {'name': '@trumpwinery', 'frequency': 1}, {'name': '@MattGinellaGC', 'frequency': 13}, {'name': '@buffalobills', 'frequency': 1}, {'name': '@GolfDigestMag', 'frequency': 4}]",283
60,"[{'name': '@BreitbartNews', 'frequency': 1}, {'name': '@BretBaier', 'frequency': 1}, {'name': '@GOP', 'frequency': 1}, {'name': '@realDonaldTrump', 'frequency': 51}, {'name': '@nypost', 'frequency': 1}, {'name': '@Trump', 'frequency': 6}, {'name': '@greta', 'frequency': 1}, {'name': '@TrumpTurnberry', 'frequency': 1}, {'name': '@J', 'frequency': 2}, {'name': '@NYDailyNews', 'frequency': 5}, {'name': '@The', 'frequency': 1}, {'name': '@TrumpDoral', 'frequency': 1}, {'name': '@David', 'frequency': 1}, {'name': '@HowardStern', 'frequency': 1}, {'name': '@Macys', 'frequency': 1}, {'name': '@Forbes', 'frequency': 1}, {'name': '@Newsmax', 'frequency': 2}, {'name': '@gretawire', 'frequency': 1}, {'name': '@TrumpChicago', 'frequency': 1}, {'name': '@TrumpGolfLA', 'frequency': 1}, {'name': '@TrumpGolfDC', 'frequency': 1}, {'name': '@sternshow', 'frequency': 1}, {'name': '@nikkio', 'frequency': 1}, {'name': '@AGSchneiderman', 'frequency': 2}, {'name': '@Lord', 'frequency': 1}, {'name': '@GolfMagazine', 'frequency': 1}, {'name': '@InTheElections', 'frequency': 3}, {'name': '@buffalobills', 'frequency': 1}]",92
